date,name,matched_stories,all_candidate_stories,pct_of_all_candidate_stories,query
12/30/2018,Amy Klobuchar,45,806,0.055831266,"(""Amy Klobuchar"")"
1/6/2019,Amy Klobuchar,55,915,0.06010929,"(""Amy Klobuchar"")"
1/13/2019,Amy Klobuchar,128,1052,0.121673004,"(""Amy Klobuchar"")"
1/20/2019,Amy Klobuchar,55,1024,0.053710938,"(""Amy Klobuchar"")"
1/27/2019,Amy Klobuchar,74,1605,0.046105919,"(""Amy Klobuchar"")"
2/3/2019,Amy Klobuchar,143,1428,0.100140056,"(""Amy Klobuchar"")"
2/10/2019,Amy Klobuchar,411,1612,0.254962779,"(""Amy Klobuchar"")"
2/17/2019,Amy Klobuchar,256,1406,0.182076814,"(""Amy Klobuchar"")"
2/24/2019,Amy Klobuchar,169,1286,0.131415241,"(""Amy Klobuchar"")"
3/3/2019,Amy Klobuchar,242,1485,0.162962963,"(""Amy Klobuchar"")"
3/10/2019,Amy Klobuchar,185,1810,0.102209945,"(""Amy Klobuchar"")"
3/17/2019,Amy Klobuchar,223,1591,0.140163419,"(""Amy Klobuchar"")"
3/24/2019,Amy Klobuchar,167,1166,0.1432247,"(""Amy Klobuchar"")"
3/31/2019,Amy Klobuchar,150,1714,0.087514586,"(""Amy Klobuchar"")"
4/7/2019,Amy Klobuchar,192,1600,0.12,"(""Amy Klobuchar"")"
4/14/2019,Amy Klobuchar,190,1936,0.098140496,"(""Amy Klobuchar"")"
4/21/2019,Amy Klobuchar,251,2320,0.108189655,"(""Amy Klobuchar"")"
4/28/2019,Amy Klobuchar,191,1834,0.104143948,"(""Amy Klobuchar"")"
5/5/2019,Amy Klobuchar,148,1577,0.093849081,"(""Amy Klobuchar"")"
5/12/2019,Amy Klobuchar,165,1952,0.084528689,"(""Amy Klobuchar"")"
5/19/2019,Amy Klobuchar,157,1580,0.099367089,"(""Amy Klobuchar"")"
5/26/2019,Amy Klobuchar,128,1474,0.086838535,"(""Amy Klobuchar"")"
6/2/2019,Amy Klobuchar,143,1652,0.086561743,"(""Amy Klobuchar"")"
6/9/2019,Amy Klobuchar,235,2049,0.114690093,"(""Amy Klobuchar"")"
6/16/2019,Amy Klobuchar,155,1882,0.082359192,"(""Amy Klobuchar"")"
6/23/2019,Amy Klobuchar,548,3561,0.153889357,"(""Amy Klobuchar"")"
6/30/2019,Amy Klobuchar,151,1672,0.090311005,"(""Amy Klobuchar"")"
7/7/2019,Amy Klobuchar,131,1880,0.069680851,"(""Amy Klobuchar"")"
7/14/2019,Amy Klobuchar,167,1802,0.092674806,"(""Amy Klobuchar"")"
7/21/2019,Amy Klobuchar,121,1414,0.085572843,"(""Amy Klobuchar"")"
7/28/2019,Amy Klobuchar,406,3210,0.126479751,"(""Amy Klobuchar"")"
8/4/2019,Amy Klobuchar,161,1937,0.083118224,"(""Amy Klobuchar"")"
8/11/2019,Amy Klobuchar,102,1513,0.06741573,"(""Amy Klobuchar"")"
8/18/2019,Amy Klobuchar,123,1451,0.084769125,"(""Amy Klobuchar"")"
8/25/2019,Amy Klobuchar,85,950,0.089473684,"(""Amy Klobuchar"")"
9/1/2019,Amy Klobuchar,142,1309,0.108479756,"(""Amy Klobuchar"")"
9/8/2019,Amy Klobuchar,367,1957,0.187531937,"(""Amy Klobuchar"")"
9/15/2019,Amy Klobuchar,211,2071,0.101883148,"(""Amy Klobuchar"")"
9/22/2019,Amy Klobuchar,110,3682,0.029875068,"(""Amy Klobuchar"")"
9/29/2019,Amy Klobuchar,94,3355,0.028017884,"(""Amy Klobuchar"")"
10/6/2019,Amy Klobuchar,121,2459,0.049206995,"(""Amy Klobuchar"")"
10/13/2019,Amy Klobuchar,382,2788,0.137015782,"(""Amy Klobuchar"")"
10/20/2019,Amy Klobuchar,175,1994,0.08776329,"(""Amy Klobuchar"")"
12/30/2018,Andrew Yang,2,806,0.00248139,"(""Andrew Yang"")"
1/6/2019,Andrew Yang,6,915,0.006557377,"(""Andrew Yang"")"
1/13/2019,Andrew Yang,9,1052,0.008555133,"(""Andrew Yang"")"
1/20/2019,Andrew Yang,7,1024,0.006835938,"(""Andrew Yang"")"
1/27/2019,Andrew Yang,14,1605,0.008722741,"(""Andrew Yang"")"
2/3/2019,Andrew Yang,11,1428,0.007703081,"(""Andrew Yang"")"
2/10/2019,Andrew Yang,28,1612,0.017369727,"(""Andrew Yang"")"
2/17/2019,Andrew Yang,13,1406,0.009246088,"(""Andrew Yang"")"
2/24/2019,Andrew Yang,12,1286,0.00933126,"(""Andrew Yang"")"
3/3/2019,Andrew Yang,27,1485,0.018181818,"(""Andrew Yang"")"
3/10/2019,Andrew Yang,37,1810,0.020441989,"(""Andrew Yang"")"
3/17/2019,Andrew Yang,66,1591,0.041483344,"(""Andrew Yang"")"
3/24/2019,Andrew Yang,30,1166,0.025728988,"(""Andrew Yang"")"
3/31/2019,Andrew Yang,57,1714,0.033255543,"(""Andrew Yang"")"
4/7/2019,Andrew Yang,70,1600,0.04375,"(""Andrew Yang"")"
4/14/2019,Andrew Yang,88,1936,0.045454545,"(""Andrew Yang"")"
4/21/2019,Andrew Yang,49,2320,0.02112069,"(""Andrew Yang"")"
4/28/2019,Andrew Yang,46,1834,0.025081788,"(""Andrew Yang"")"
5/5/2019,Andrew Yang,43,1577,0.027266963,"(""Andrew Yang"")"
5/12/2019,Andrew Yang,60,1952,0.030737705,"(""Andrew Yang"")"
5/19/2019,Andrew Yang,64,1580,0.040506329,"(""Andrew Yang"")"
5/26/2019,Andrew Yang,42,1474,0.028493894,"(""Andrew Yang"")"
6/2/2019,Andrew Yang,35,1652,0.021186441,"(""Andrew Yang"")"
6/9/2019,Andrew Yang,138,2049,0.067349927,"(""Andrew Yang"")"
6/16/2019,Andrew Yang,77,1882,0.040913921,"(""Andrew Yang"")"
6/23/2019,Andrew Yang,349,3561,0.098006178,"(""Andrew Yang"")"
6/30/2019,Andrew Yang,66,1672,0.039473684,"(""Andrew Yang"")"
7/7/2019,Andrew Yang,65,1880,0.034574468,"(""Andrew Yang"")"
7/14/2019,Andrew Yang,110,1802,0.061043285,"(""Andrew Yang"")"
7/21/2019,Andrew Yang,52,1414,0.036775106,"(""Andrew Yang"")"
7/28/2019,Andrew Yang,307,3210,0.095638629,"(""Andrew Yang"")"
8/4/2019,Andrew Yang,116,1937,0.059886422,"(""Andrew Yang"")"
8/11/2019,Andrew Yang,130,1513,0.085922009,"(""Andrew Yang"")"
8/18/2019,Andrew Yang,94,1451,0.064782908,"(""Andrew Yang"")"
8/25/2019,Andrew Yang,121,950,0.127368421,"(""Andrew Yang"")"
9/1/2019,Andrew Yang,157,1309,0.119938885,"(""Andrew Yang"")"
9/8/2019,Andrew Yang,400,1957,0.204394481,"(""Andrew Yang"")"
9/15/2019,Andrew Yang,244,2071,0.117817479,"(""Andrew Yang"")"
9/22/2019,Andrew Yang,102,3682,0.027702336,"(""Andrew Yang"")"
9/29/2019,Andrew Yang,163,3355,0.048584203,"(""Andrew Yang"")"
10/6/2019,Andrew Yang,87,2459,0.035380236,"(""Andrew Yang"")"
10/13/2019,Andrew Yang,277,2788,0.099354376,"(""Andrew Yang"")"
10/20/2019,Andrew Yang,120,1994,0.060180542,"(""Andrew Yang"")"
12/30/2018,Bernie Sanders,277,806,0.343672457,"(""Bernie Sanders"")"
1/6/2019,Bernie Sanders,329,915,0.359562842,"(""Bernie Sanders"")"
1/13/2019,Bernie Sanders,250,1052,0.237642586,"(""Bernie Sanders"")"
1/20/2019,Bernie Sanders,297,1024,0.290039063,"(""Bernie Sanders"")"
1/27/2019,Bernie Sanders,410,1605,0.255451713,"(""Bernie Sanders"")"
2/3/2019,Bernie Sanders,412,1428,0.288515406,"(""Bernie Sanders"")"
2/10/2019,Bernie Sanders,359,1612,0.222704715,"(""Bernie Sanders"")"
2/17/2019,Bernie Sanders,633,1406,0.450213371,"(""Bernie Sanders"")"
2/24/2019,Bernie Sanders,628,1286,0.488335925,"(""Bernie Sanders"")"
3/3/2019,Bernie Sanders,667,1485,0.449158249,"(""Bernie Sanders"")"
3/10/2019,Bernie Sanders,585,1810,0.32320442,"(""Bernie Sanders"")"
3/17/2019,Bernie Sanders,599,1591,0.376492772,"(""Bernie Sanders"")"
3/24/2019,Bernie Sanders,380,1166,0.325900515,"(""Bernie Sanders"")"
3/31/2019,Bernie Sanders,521,1714,0.303967328,"(""Bernie Sanders"")"
4/7/2019,Bernie Sanders,636,1600,0.3975,"(""Bernie Sanders"")"
4/14/2019,Bernie Sanders,944,1936,0.487603306,"(""Bernie Sanders"")"
4/21/2019,Bernie Sanders,921,2320,0.396982759,"(""Bernie Sanders"")"
4/28/2019,Bernie Sanders,622,1834,0.3391494,"(""Bernie Sanders"")"
5/5/2019,Bernie Sanders,490,1577,0.31071655,"(""Bernie Sanders"")"
5/12/2019,Bernie Sanders,661,1952,0.338627049,"(""Bernie Sanders"")"
5/19/2019,Bernie Sanders,485,1580,0.306962025,"(""Bernie Sanders"")"
5/26/2019,Bernie Sanders,414,1474,0.280868385,"(""Bernie Sanders"")"
6/2/2019,Bernie Sanders,558,1652,0.337772397,"(""Bernie Sanders"")"
6/9/2019,Bernie Sanders,773,2049,0.377257199,"(""Bernie Sanders"")"
6/16/2019,Bernie Sanders,615,1882,0.326780021,"(""Bernie Sanders"")"
6/23/2019,Bernie Sanders,1438,3561,0.403819152,"(""Bernie Sanders"")"
6/30/2019,Bernie Sanders,604,1672,0.361244019,"(""Bernie Sanders"")"
7/7/2019,Bernie Sanders,579,1880,0.307978723,"(""Bernie Sanders"")"
7/14/2019,Bernie Sanders,714,1802,0.396226415,"(""Bernie Sanders"")"
7/21/2019,Bernie Sanders,453,1414,0.320367751,"(""Bernie Sanders"")"
7/28/2019,Bernie Sanders,1354,3210,0.421806854,"(""Bernie Sanders"")"
8/4/2019,Bernie Sanders,615,1937,0.317501291,"(""Bernie Sanders"")"
8/11/2019,Bernie Sanders,497,1513,0.328486451,"(""Bernie Sanders"")"
8/18/2019,Bernie Sanders,635,1451,0.437629221,"(""Bernie Sanders"")"
8/25/2019,Bernie Sanders,399,950,0.42,"(""Bernie Sanders"")"
9/1/2019,Bernie Sanders,526,1309,0.401833461,"(""Bernie Sanders"")"
9/8/2019,Bernie Sanders,910,1957,0.464997445,"(""Bernie Sanders"")"
9/15/2019,Bernie Sanders,704,2071,0.3399324,"(""Bernie Sanders"")"
9/22/2019,Bernie Sanders,494,3682,0.134166214,"(""Bernie Sanders"")"
9/29/2019,Bernie Sanders,699,3355,0.208345753,"(""Bernie Sanders"")"
